file_id;noun;adj;propn;adv;intj;cconj;sconj;adp;det;num;punct;symbol;pron;abbr;TTR;avg_word_len;avr_sent_len;hapax_legomena;coref;see_pron;see_det;1st_pron;2nd_pron;3rd_pron;active_voice;passive_voice;1st_prs_verb;2nd_prs_verb;3rd_prs_verb;core_verb;verbtype_ratio;da_inf;gerund;supine;verb_particle;discourse;pres_tense;past_tense;ind_mood;cond_mood;imp_mood;quot_mood;neg_polarity;nom_case;gen_case;part_case;ill_case;ine_case;ela_case;alla_case;ade_case;abl_case;tra_case;ter_case;ess_case;abe_case;com_case;nsubj;nsubj_cop;modal;acl:relc;csubj;csubj_cop;obj;ccomp;xcomp;obl;nmod;appos;nummod;amod;advcl;voc;cop;conj;cc;yneemid;emoticons
arhiiv_koolielu_ee.ela_481254;0.2754491017964072;0.08383233532934131;0.0;0.10179640718562874;0.0;0.04790419161676647;0.023952095808383235;0.017964071856287425;0.023952095808383235;0.0;0.16167664670658682;0.0;0.05389221556886228;0.005988023952095809;0.7005988023952096;5.089820359281437;16.7;0.48502994011976047;0.1956521739130435;0.005988023952095809;0.011976047904191617;0.005988023952095809;0.005988023952095809;0.005988023952095809;0.1437125748502994;0.017964071856287425;0.005988023952095809;0.005988023952095809;0.059880239520958084;0.08982035928143713;1.2666666666666666;0.041916167664670656;0.0;0.017964071856287425;0.029940119760479042;0.0;0.1317365269461078;0.011976047904191617;0.10179640718562874;0.011976047904191617;0.0;0.0;0.041916167664670656;0.17964071856287425;0.05389221556886228;0.059880239520958084;0.011976047904191617;0.05389221556886228;0.017964071856287425;0.0;0.029940119760479042;0.005988023952095809;0.0;0.0;0.0;0.005988023952095809;0.017964071856287425;0.04790419161676647;0.03592814371257485;0.05389221556886228;0.0;0.0;0.0;0.03592814371257485;0.059880239520958084;0.017964071856287425;0.08982035928143713;0.04790419161676647;0.0;0.0;0.041916167664670656;0.029940119760479042;0.0;0.03592814371257485;0.09580838323353294;0.04790419161676647;0.0;0.0
ylle_mrt_ee.ela_101705;0.228125;0.0625;0.03125;0.109375;0.003125;0.053125;0.03125;0.025;0.05625;0.003125;0.159375;0.0;0.06875;0.003125;0.65625;5.05625;13.33;0.490625;0.30136986301369867;0.009375;0.021875;0.034375;0.0;0.003125;0.1375;0.0125;0.021875;0.00625;0.053125;0.065625;2.375;0.015625;0.003125;0.009375;0.021875;0.003125;0.0875;0.053125;0.1;0.0125;0.00625;0.0;0.01875;0.19375;0.078125;0.065625;0.003125;0.040625;0.0125;0.015625;0.015625;0.0;0.009375;0.003125;0.0;0.0;0.0125;0.05;0.025;0.0375;0.00625;0.003125;0.0;0.05;0.065625;0.015625;0.084375;0.05;0.003125;0.0;0.028125;0.01875;0.0;0.025;0.05625;0.053125;0.0;0.0
www_nami-nami_ee.ela_173054;0.2975206611570248;0.06611570247933884;0.01652892561983471;0.09090909090909091;0.0;0.0743801652892562;0.03305785123966942;0.024793388429752067;0.0;0.024793388429752067;0.15702479338842976;0.0;0.008264462809917356;0.0;0.6694214876033058;5.115702479338843;10.08;0.4462809917355372;0.027777777777777776;0.008264462809917356;0.0;0.0;0.0;0.0;0.19008264462809918;0.01652892561983471;0.0;0.15702479338842976;0.03305785123966942;0.049586776859504134;5.75;0.008264462809917356;0.008264462809917356;0.0;0.01652892561983471;0.0;0.18181818181818182;0.024793388429752067;0.04132231404958678;0.0;0.1487603305785124;0.0;0.0;0.17355371900826447;0.04132231404958678;0.04132231404958678;0.008264462809917356;0.024793388429752067;0.0;0.0;0.03305785123966942;0.008264462809917356;0.01652892561983471;0.024793388429752067;0.0;0.0;0.01652892561983471;0.01652892561983471;0.01652892561983471;0.0;0.0;0.0;0.0;0.09917355371900827;0.0743801652892562;0.01652892561983471;0.14049586776859505;0.0;0.0;0.024793388429752067;0.03305785123966942;0.04132231404958678;0.0;0.01652892561983471;0.09917355371900827;0.0743801652892562;0.0;0.0
valitsus_ee.ela_480708;0.1843137254901961;0.0392156862745098;0.0784313725490196;0.10196078431372549;0.0;0.050980392156862744;0.023529411764705882;0.027450980392156862;0.027450980392156862;0.01568627450980392;0.12549019607843137;0.0;0.12549019607843137;0.00392156862745098;0.6549019607843137;4.956862745098039;17.0;0.3803921568627451;0.6808510638297872;0.00392156862745098;0.00392156862745098;0.054901960784313725;0.0;0.00784313725490196;0.12941176470588237;0.0196078431372549;0.0392156862745098;0.0;0.050980392156862744;0.07058823529411765;2.0;0.03529411764705882;0.00392156862745098;0.00784313725490196;0.01568627450980392;0.0;0.08627450980392157;0.054901960784313725;0.12549019607843137;0.0;0.0;0.0;0.023529411764705882;0.12549019607843137;0.14901960784313725;0.043137254901960784;0.00392156862745098;0.03137254901960784;0.011764705882352941;0.03529411764705882;0.0196078431372549;0.0;0.027450980392156862;0.0;0.0;0.0;0.00392156862745098;0.06274509803921569;0.01568627450980392;0.03529411764705882;0.027450980392156862;0.00784313725490196;0.0;0.043137254901960784;0.058823529411764705;0.03137254901960784;0.11764705882352941;0.09019607843137255;0.00392156862745098;0.00784313725490196;0.0196078431372549;0.0196078431372549;0.0;0.0196078431372549;0.06274509803921569;0.050980392156862744;0.0;0.0
et_wikipedia_org.ela_219301;0.31;0.07;0.0;0.06;0.0;0.05;0.02;0.01;0.04;0.01;0.13;0.0;0.1;0.0;0.71;5.98;14.29;0.38;0.32258064516129037;0.05;0.0;0.0;0.0;0.0;0.14;0.03;0.0;0.0;0.11;0.06;2.5;0.02;0.02;0.0;0.02;0.0;0.15;0.02;0.14;0.0;0.0;0.01;0.01;0.14;0.11;0.11;0.0;0.07;0.01;0.0;0.03;0.0;0.03;0.0;0.0;0.0;0.02;0.04;0.04;0.02;0.01;0.0;0.0;0.1;0.05;0.04;0.08;0.1;0.0;0.01;0.03;0.03;0.0;0.04;0.05;0.05;0.0;0.0
www_lounaleht_ee.ela_576969;0.2962962962962963;0.07407407407407407;0.08333333333333333;0.05555555555555555;0.0;0.037037037037037035;0.009259259259259259;0.018518518518518517;0.05555555555555555;0.037037037037037035;0.1574074074074074;0.0;0.027777777777777776;0.0;0.7870370370370371;5.601851851851852;21.6;0.6203703703703703;0.09375;0.0;0.027777777777777776;0.0;0.0;0.0;0.08333333333333333;0.037037037037037035;0.0;0.0;0.07407407407407407;0.05555555555555555;6.5;0.018518518518518517;0.0;0.0;0.0;0.0;0.09259259259259259;0.027777777777777776;0.1111111111111111;0.009259259259259259;0.0;0.0;0.009259259259259259;0.1574074074074074;0.17592592592592593;0.05555555555555555;0.009259259259259259;0.037037037037037035;0.018518518518518517;0.046296296296296294;0.037037037037037035;0.0;0.0;0.0;0.0;0.0;0.018518518518518517;0.05555555555555555;0.027777777777777776;0.018518518518518517;0.018518518518518517;0.0;0.0;0.046296296296296294;0.037037037037037035;0.0;0.1388888888888889;0.08333333333333333;0.009259259259259259;0.037037037037037035;0.06481481481481481;0.0;0.0;0.027777777777777776;0.046296296296296294;0.037037037037037035;0.0;0.0
www_vorumaateataja_ee.ela_494965;0.29936305732484075;0.08280254777070063;0.03821656050955414;0.08280254777070063;0.0;0.025477707006369428;0.025477707006369428;0.050955414012738856;0.012738853503184714;0.025477707006369428;0.1337579617834395;0.0;0.05732484076433121;0.0;0.7388535031847133;5.3312101910828025;22.43;0.5031847133757962;0.19148936170212766;0.025477707006369428;0.006369426751592357;0.0;0.0;0.0;0.12101910828025478;0.01910828025477707;0.0;0.0;0.07643312101910828;0.09554140127388536;1.2307692307692308;0.03821656050955414;0.006369426751592357;0.012738853503184714;0.025477707006369428;0.0;0.09554140127388536;0.03184713375796178;0.09554140127388536;0.006369426751592357;0.0;0.0;0.01910828025477707;0.17197452229299362;0.12738853503184713;0.07006369426751592;0.012738853503184714;0.01910828025477707;0.03184713375796178;0.012738853503184714;0.03184713375796178;0.0;0.006369426751592357;0.0;0.006369426751592357;0.0;0.006369426751592357;0.05732484076433121;0.01910828025477707;0.012738853503184714;0.012738853503184714;0.012738853503184714;0.0;0.05732484076433121;0.025477707006369428;0.012738853503184714;0.12738853503184713;0.08280254777070063;0.012738853503184714;0.025477707006369428;0.044585987261146494;0.03821656050955414;0.0;0.025477707006369428;0.025477707006369428;0.025477707006369428;0.0;0.0
uudised_err_ee.ela_541051;0.25;0.10294117647058823;0.06862745098039216;0.08333333333333333;0.0;0.014705882352941176;0.0196078431372549;0.03431372549019608;0.024509803921568627;0.014705882352941176;0.1715686274509804;0.0;0.049019607843137254;0.004901960784313725;0.6911764705882353;5.450980392156863;20.4;0.39705882352941174;0.19607843137254902;0.014705882352941176;0.00980392156862745;0.004901960784313725;0.0;0.014705882352941176;0.12254901960784313;0.014705882352941176;0.004901960784313725;0.0;0.0784313725490196;0.06862745098039216;1.75;0.024509803921568627;0.0;0.004901960784313725;0.029411764705882353;0.0;0.05392156862745098;0.0784313725490196;0.09803921568627451;0.004901960784313725;0.0;0.0;0.014705882352941176;0.18627450980392157;0.10294117647058823;0.07352941176470588;0.00980392156862745;0.04411764705882353;0.014705882352941176;0.004901960784313725;0.03431372549019608;0.0;0.004901960784313725;0.0;0.0;0.0;0.00980392156862745;0.05392156862745098;0.029411764705882353;0.049019607843137254;0.00980392156862745;0.0;0.0;0.0392156862745098;0.014705882352941176;0.0;0.14705882352941177;0.05392156862745098;0.014705882352941176;0.014705882352941176;0.08333333333333333;0.014705882352941176;0.0;0.024509803921568627;0.024509803921568627;0.014705882352941176;0.0;0.0
www_eestisport_ee.ela_196071;0.3188405797101449;0.036231884057971016;0.07246376811594203;0.043478260869565216;0.0;0.021739130434782608;0.014492753623188406;0.021739130434782608;0.007246376811594203;0.15217391304347827;0.16666666666666666;0.007246376811594203;0.021739130434782608;0.007246376811594203;0.6884057971014492;5.572463768115942;23.0;0.5;0.06818181818181819;0.0;0.007246376811594203;0.0;0.0;0.0;0.10869565217391304;0.0;0.0;0.0;0.08695652173913043;0.028985507246376812;4.333333333333333;0.0;0.007246376811594203;0.0;0.014492753623188406;0.0;0.028985507246376812;0.07971014492753623;0.08695652173913043;0.007246376811594203;0.0;0.0;0.0;0.18115942028985507;0.17391304347826086;0.043478260869565216;0.0;0.014492753623188406;0.007246376811594203;0.021739130434782608;0.050724637681159424;0.0;0.014492753623188406;0.0;0.0;0.0;0.036231884057971016;0.07246376811594203;0.007246376811594203;0.014492753623188406;0.014492753623188406;0.0;0.0;0.021739130434782608;0.028985507246376812;0.0;0.15217391304347827;0.13043478260869565;0.0;0.07246376811594203;0.036231884057971016;0.007246376811594203;0.0;0.014492753623188406;0.057971014492753624;0.021739130434782608;0.0;0.0
arvamusaed_ee.ela_6007;0.2937062937062937;0.11188811188811189;0.0;0.1048951048951049;0.0;0.027972027972027972;0.03496503496503497;0.04195804195804196;0.006993006993006993;0.02097902097902098;0.11888111888111888;0.0;0.055944055944055944;0.0;0.7972027972027972;6.496503496503497;23.83;0.6503496503496503;0.1904761904761905;0.006993006993006993;0.0;0.027972027972027972;0.0;0.0;0.15384615384615385;0.013986013986013986;0.02097902097902098;0.0;0.04195804195804196;0.07692307692307693;0.9285714285714286;0.02097902097902098;0.0;0.006993006993006993;0.06993006993006994;0.0;0.06293706293706294;0.0979020979020979;0.09090909090909091;0.0;0.0;0.0;0.027972027972027972;0.06293706293706294;0.15384615384615385;0.08391608391608392;0.02097902097902098;0.03496503496503497;0.0;0.027972027972027972;0.04895104895104895;0.0;0.02097902097902098;0.0;0.013986013986013986;0.0;0.02097902097902098;0.027972027972027972;0.0;0.03496503496503497;0.0;0.013986013986013986;0.006993006993006993;0.06293706293706294;0.03496503496503497;0.013986013986013986;0.13986013986013987;0.1048951048951049;0.0;0.02097902097902098;0.08391608391608392;0.03496503496503497;0.0;0.013986013986013986;0.03496503496503497;0.027972027972027972;0.0;0.0
