file_id;noun;adj;propn;adv;intj;cconj;sconj;adp;det;num;punct;symbol;pron;abbr;TTR;avg_word_len;avr_sent_len;hapax_legomena;coref;see_pron;see_det;1st_pron;2nd_pron;3rd_pron;active_voice;passive_voice;1st_prs_verb;2nd_prs_verb;3rd_prs_verb;core_verb;verbtype_ratio;da_inf;gerund;supine;verb_particle;discourse;pres_tense;past_tense;ind_mood;cond_mood;imp_mood;quot_mood;neg_polarity;nom_case;gen_case;part_case;ill_case;ine_case;ela_case;alla_case;ade_case;abl_case;tra_case;ter_case;ess_case;abe_case;com_case;nsubj;nsubj_cop;modal;acl:relc;csubj;csubj_cop;obj;ccomp;xcomp;obl;nmod;appos;nummod;amod;advcl;voc;cop;conj;cc;yneemid
arhiiv_koolielu_ee.ela_481254;0.275449101796407;0.0838323353293413;0;0.101796407185629;0;0.0479041916167665;0.0239520958083832;0.0179640718562874;0.0239520958083832;0;0.161676646706587;0;0.0538922155688623;0.00598802395209581;0.70059880239521;5.08982035928144;16.7;0.48502994011976;0.195652173913043;0.00598802395209581;0.0119760479041916;0.00598802395209581;0.00598802395209581;0.00598802395209581;0.143712574850299;0.0179640718562874;0.00598802395209581;0.00598802395209581;0.0598802395209581;0.0898203592814371;1.26666666666667;0.0419161676646707;0;0.0179640718562874;0.029940119760479;0;0.131736526946108;0.0119760479041916;0.101796407185629;0.0119760479041916;0;0;0.0419161676646707;0.179640718562874;0.0538922155688623;0.0598802395209581;0.0119760479041916;0.0538922155688623;0.0179640718562874;0;0.029940119760479;0.00598802395209581;0;0;0;0.00598802395209581;0.0179640718562874;0.0479041916167665;0.0359281437125748;0.0538922155688623;0;0;0;0.0359281437125748;0.0598802395209581;0.0179640718562874;0.0898203592814371;0.0479041916167665;0;0;0.0419161676646707;0.029940119760479;0;0.0359281437125748;0.0958083832335329;0.0479041916167665;0
ylle_mrt_ee.ela_101705;0.228125;0.0625;0.03125;0.109375;0.003125;0.053125;0.03125;0.025;0.05625;0.003125;0.159375;0;0.06875;0.003125;0.65625;5.05625;13.33;0.490625;0.301369863013699;0.009375;0.021875;0.034375;0;0.003125;0.1375;0.0125;0.021875;0.00625;0.053125;0.065625;2.375;0.015625;0.003125;0.009375;0.021875;0.003125;0.0875;0.053125;0.1;0.0125;0.00625;0;0.01875;0.19375;0.078125;0.065625;0.003125;0.040625;0.0125;0.015625;0.015625;0;0.009375;0.003125;0;0;0.0125;0.05;0.025;0.0375;0.00625;0.003125;0;0.05;0.065625;0.015625;0.084375;0.05;0.003125;0;0.028125;0.01875;0;0.025;0.05625;0.053125;0
www_nami-nami_ee.ela_173054;0.297520661157025;0.0661157024793388;0.0165289256198347;0.0909090909090909;0;0.0743801652892562;0.0330578512396694;0.0247933884297521;0;0.0247933884297521;0.15702479338843;0;0.00826446280991736;0;0.669421487603306;5.11570247933884;10.08;0.446280991735537;0.0277777777777778;0.00826446280991736;0;0;0;0;0.190082644628099;0.0165289256198347;0;0.15702479338843;0.0330578512396694;0.0495867768595041;5.75;0.00826446280991736;0.00826446280991736;0;0.0165289256198347;0;0.181818181818182;0.0247933884297521;0.0413223140495868;0;0.148760330578512;0;0;0.173553719008264;0.0413223140495868;0.0413223140495868;0.00826446280991736;0.0247933884297521;0;0;0.0330578512396694;0.00826446280991736;0.0165289256198347;0.0247933884297521;0;0;0.0165289256198347;0.0165289256198347;0.0165289256198347;0;0;0;0;0.0991735537190083;0.0743801652892562;0.0165289256198347;0.140495867768595;0;0;0.0247933884297521;0.0330578512396694;0.0413223140495868;0;0.0165289256198347;0.0991735537190083;0.0743801652892562;0
www_syndikaat_ee.ela_469373;0.185185185185185;0.0687830687830688;0.037037037037037;0.0687830687830688;0;0.0423280423280423;0.0264550264550265;0.00529100529100529;0.0529100529100529;0.0105820105820106;0.17989417989418;0;0.137566137566138;0;0.661375661375661;4.56084656084656;14.54;0.396825396825397;0.742857142857143;0.0264550264550265;0.0158730158730159;0.0687830687830688;0;0.0158730158730159;0.158730158730159;0.0105820105820106;0.0423280423280423;0;0.0687830687830688;0.105820105820106;2.27272727272727;0.0211640211640212;0;0;0.037037037037037;0;0.0423280423280423;0.126984126984127;0.132275132275132;0;0;0;0.0211640211640212;0.185185185185185;0.121693121693122;0.0423280423280423;0.00529100529100529;0.037037037037037;0.0105820105820106;0.0105820105820106;0.0264550264550265;0.00529100529100529;0.0158730158730159;0;0.00529100529100529;0;0.0105820105820106;0.0582010582010582;0.0476190476190476;0.0423280423280423;0.0158730158730159;0;0.00529100529100529;0.0529100529100529;0.0582010582010582;0.0105820105820106;0.0899470899470899;0.0529100529100529;0;0.0158730158730159;0.0105820105820106;0.0105820105820106;0;0.0529100529100529;0.0476190476190476;0.0423280423280423;0
et_wikipedia_org.ela_467359;0.240384615384615;0.0865384615384615;0.0865384615384615;0.0384615384615385;0;0.0384615384615385;0.0288461538461538;0.0288461538461538;0.0192307692307692;0.0384615384615385;0.144230769230769;0;0.105769230769231;0.00961538461538462;0.75;5.25;26;0.625;0.44;0.0288461538461538;0;0;0;0.00961538461538462;0.105769230769231;0.00961538461538462;0;0;0.0769230769230769;0.0673076923076923;1.125;0.0480769230769231;0;0;0.0288461538461538;0;0.0192307692307692;0.0961538461538462;0.0865384615384615;0;0;0;0.00961538461538462;0.201923076923077;0.134615384615385;0.0480769230769231;0;0.00961538461538462;0.0192307692307692;0.0384615384615385;0.00961538461538462;0;0.0192307692307692;0;0;0.00961538461538462;0.0480769230769231;0.0480769230769231;0.0384615384615385;0.00961538461538462;0.0288461538461538;0;0;0.0192307692307692;0.0480769230769231;0.00961538461538462;0.115384615384615;0.115384615384615;0.0288461538461538;0.0288461538461538;0.0384615384615385;0.0192307692307692;0;0.0480769230769231;0.0384615384615385;0.0384615384615385;0
www_mulje_ee.ela_177932;0.0909090909090909;0.0303030303030303;0.0363636363636364;0.124242424242424;0.0151515151515152;0.0575757575757576;0.0181818181818182;0.00606060606060606;0.00303030303030303;0.00909090909090909;0.254545454545454;0;0.154545454545455;0.0121212121212121;0.518181818181818;3.73939393939394;15;0.306060606060606;1.7;0.00909090909090909;0;0.0848484848484848;0.0181818181818182;0.0242424242424242;0.175757575757576;0;0.0575757575757576;0.0272727272727273;0.0666666666666667;0.0636363636363636;6;0.0121212121212121;0.00303030303030303;0.0121212121212121;0;0.0151515151515152;0.0636363636363636;0.1;0.145454545454545;0;0.0181818181818182;0;0.0121212121212121;0.154545454545455;0.0181818181818182;0.0484848484848485;0.0151515151515152;0.0121212121212121;0.0181818181818182;0.0181818181818182;0.0121212121212121;0;0.00606060606060606;0;0;0;0.00909090909090909;0.096969696969697;0.0212121212121212;0.0181818181818182;0.00303030303030303;0;0;0.0484848484848485;0.0666666666666667;0.0212121212121212;0.0696969696969697;0.0151515151515152;0.00303030303030303;0.00303030303030303;0.00909090909090909;0.0121212121212121;0.00303030303030303;0.0212121212121212;0.0696969696969697;0.0575757575757576;0
www_reklaamitrikk_ee.ela_315713;0.227053140096618;0.0797101449275362;0.0410628019323672;0.128019323671498;0;0.0434782608695652;0.0193236714975845;0.0120772946859903;0.00966183574879227;0.0144927536231884;0.159420289855072;0;0.0917874396135266;0.0120772946859903;0.606280193236715;5.04347826086957;15.92;0.386473429951691;0.404255319148936;0.0314009661835749;0.00241545893719807;0.00483091787439613;0;0.00966183574879227;0.13768115942029;0.0193236714975845;0.00241545893719807;0;0.0917874396135266;0.0917874396135266;1.84615384615385;0.0193236714975845;0.00241545893719807;0.00483091787439613;0.036231884057971;0;0.108695652173913;0.0434782608695652;0.103864734299517;0.0120772946859903;0;0;0.0144927536231884;0.169082125603865;0.0869565217391304;0.0603864734299517;0.00483091787439613;0.0289855072463768;0.0314009661835749;0.0120772946859903;0.0144927536231884;0.00241545893719807;0.0072463768115942;0;0.0120772946859903;0;0.0144927536231884;0.0531400966183575;0.0386473429951691;0.036231884057971;0.0241545893719807;0.00241545893719807;0.00483091787439613;0.0652173913043478;0.0458937198067633;0.0120772946859903;0.0893719806763285;0.0628019323671498;0;0.00966183574879227;0.0338164251207729;0.0169082125603865;0;0.0386473429951691;0.0555555555555556;0.0434782608695652;0
uudised_err_ee.ela_541051;0.25;0.102941176470588;0.0686274509803922;0.0833333333333333;0;0.0147058823529412;0.0196078431372549;0.0343137254901961;0.0245098039215686;0.0147058823529412;0.17156862745098;0;0.0490196078431373;0.00490196078431373;0.691176470588235;5.45098039215686;20.4;0.397058823529412;0.196078431372549;0.0147058823529412;0.00980392156862745;0.00490196078431373;0;0.0147058823529412;0.122549019607843;0.0147058823529412;0.00490196078431373;0;0.0784313725490196;0.0686274509803922;1.75;0.0245098039215686;0;0.00490196078431373;0.0294117647058823;0;0.053921568627451;0.0784313725490196;0.0980392156862745;0.00490196078431373;0;0;0.0147058823529412;0.186274509803922;0.102941176470588;0.0735294117647059;0.00980392156862745;0.0441176470588235;0.0147058823529412;0.00490196078431373;0.0343137254901961;0;0.00490196078431373;0;0;0;0.00980392156862745;0.053921568627451;0.0294117647058823;0.0490196078431373;0.00980392156862745;0;0;0.0392156862745098;0.0147058823529412;0;0.147058823529412;0.053921568627451;0.0147058823529412;0.0147058823529412;0.0833333333333333;0.0147058823529412;0;0.0245098039215686;0.0245098039215686;0.0147058823529412;0
arvamusaed_ee.ela_6007;0.293706293706294;0.111888111888112;0;0.104895104895105;0;0.027972027972028;0.034965034965035;0.041958041958042;0.00699300699300699;0.020979020979021;0.118881118881119;0;0.0559440559440559;0;0.797202797202797;6.4965034965035;23.83;0.65034965034965;0.190476190476191;0.00699300699300699;0;0.027972027972028;0;0;0.153846153846154;0.013986013986014;0.020979020979021;0;0.041958041958042;0.0769230769230769;0.928571428571429;0.020979020979021;0;0.00699300699300699;0.0699300699300699;0;0.0629370629370629;0.0979020979020979;0.0909090909090909;0;0;0;0.027972027972028;0.0629370629370629;0.153846153846154;0.0839160839160839;0.020979020979021;0.034965034965035;0;0.027972027972028;0.048951048951049;0;0.020979020979021;0;0.013986013986014;0;0.020979020979021;0.027972027972028;0;0.034965034965035;0;0.013986013986014;0.00699300699300699;0.0629370629370629;0.034965034965035;0.013986013986014;0.13986013986014;0.104895104895105;0;0.020979020979021;0.0839160839160839;0.034965034965035;0;0.013986013986014;0.034965034965035;0.027972027972028;0
www_helen_ee.ela_520035;0.412121212121212;0.0666666666666667;0;0.0484848484848485;0;0.0545454545454545;0.0121212121212121;0.0181818181818182;0.0303030303030303;0.0121212121212121;0.212121212121212;0;0.0181818181818182;0.0121212121212121;0.703030303030303;5.36363636363636;11.79;0.593939393939394;0.0441176470588235;0.0121212121212121;0.00606060606060606;0;0;0;0.0666666666666667;0.0606060606060606;0.00606060606060606;0;0.0424242424242424;0.0424242424242424;1.18181818181818;0.0121212121212121;0.00606060606060606;0.00606060606060606;0.0424242424242424;0;0.0787878787878788;0.0424242424242424;0.0787878787878788;0;0;0;0;0.206060606060606;0.0484848484848485;0.109090909090909;0.0121212121212121;0.0424242424242424;0;0.00606060606060606;0.0242424242424242;0;0.0424242424242424;0;0.00606060606060606;0;0;0.0121212121212121;0.0242424242424242;0.0121212121212121;0;0.00606060606060606;0;0.0363636363636364;0.0545454545454545;0.00606060606060606;0.0848484848484848;0.0727272727272727;0;0.0121212121212121;0.0363636363636364;0.0181818181818182;0;0.0242424242424242;0.181818181818182;0.0545454545454545;0
